docid,author,realname,pseudonym,gender,nationality,authordate,inferreddate,firstpub,latestcomp,allcopiesofwork,copiesin25yrs,enumcron,imprint,genres,subjects,category,shorttitle
uiuo.ark+=13960=t5q81zx6d,"Warren, Samuel",,,,,1807-1877.,1832,,1832,11,10,v.2,"Edinburgh;W. Blackwood & Sons; [etc., etc.;1832.",Fiction|NotFiction,Diaries,,Passages from the diary of a late physician
uiuo.ark+=13960=t5v70147x,"James, G. P. R. (George Payne Rainsford)",,,,,1801?-1860.,1832,,1832,4,4,v.2,London;R. Bentley;1832.,Fiction|NotFiction,,,The string of pearls
uc2.ark+=13960=t6445pn55,"Morier, James Justinian",,,,,1780?-1849.,1834,,1834,9,9,v.01,London;R. Bentley;1834.,Fiction,,,"Ayesha, the maid of Kars"
mdp.39015063560430,"Howitt, Mary Botham",,,,,1799-1888.,1836,,1836,10,10,v.2,London;R. Bentley;1836.,Fiction|NotFiction,,,"Wood Leighton : or, A year in the country"
hvd.32044090343690,"Gore, (Catherine Grace Frances), Mrs",,,,,1799-1861.,1838,,1838,3,3,v.3,London;H. Colburn;1838.,Fiction,,,"Mary Raymond, and other tales"
uiuo.ark+=13960=t7dr3ft5q,"Pisani, Marianna",,,,,,1840,,1840,3,3,v.2,"London;Henry Colburn, publisher, Great Marlborough Street;1840.",,,,The banker-lord
uc1.b250188,"Marryat, Frederick",,,,,1792-1848.,1842,,1842,13,9,v. 2,London;H. Colburn;1842.,Bibliographies|Fiction,English fiction,,Percival Keene
uiuo.ark+=13960=t3320j74x,"Lever, Charles James",,,,,1806-1872.,1844,,1844,4,3,v.2,London;Henry Colburn;1844.,NotFiction,,,Arthur O'Leary
uiuo.ark+=13960=t8sb4r697,"Wallace, Ellen",,,,,,1846,,1846,3,3,v.2,London;R. Bentley;1846.,,,,Margaret Capel
nyp.33433082469630,"Mitchell, Donald Grant",,,,,1822-1908.,1847,,1847,6,6,,New York;Harper & brothers;1847.,NotFiction,Description and travel,,"Fresh gleanings; or, A new sheaf from the old fields of continental Europe"
nyp.33433074930037,"Brontë, Anne",,,,,1820-1849.,1848,,1848,23,2,,New York;Harper & brothers;1848.,Domestic fiction|ContainsBiogMaterial|NotFiction|Bibliographies|Fiction|UnknownGenre,Married women|19th century|English fiction|England|Fiction|Social life and customs|Fiction|Landlord and tenant|Social life and customs|Alcoholics|Alcoholism,,The tenant of Wildfell Hall
uiuo.ark+=13960=t3kw5sm3s,"Grant, James",,,,,1822-1887.,1848,,1848,7,6,v.2,"London;Smith, Elder;1848.",Fiction,,,"Adventures of an aide-de-camp, or A campaign in Calabria"
loc.ark+=13960=t06w9z19d,"Mitford, Mary Russell",,,,,1787-1855.,1850,,1850,2,2,,Philadelphia;Crissy & Markley;1850,,,,The works of Mary Russell Mitford
uiuo.ark+=13960=t50g48273,"Paton, A. A",,,,,,1851,,1851,6,6,v.3,London;Bentley;1851.,,,,The mamelukes
uc2.ark+=13960=t91837s15,"Otis, Harrison Gray, Mrs",,,,,1796-1873.,1854,,1854,2,2,,"Boston;Ticknor, Reed, and Fields;1854.",,,,The Barclays of Boston
nyp.33433073355830,"Gogolʹ, Nikolaĭ Vasilʹevich",,,,,1809-1852.,1854,,1852,2,2,v. 2.,"London;Hurst and Blackett, Publishers;1854.",Fiction,Fiction|1533-1917|Social life and customs,,Home life in Russia
loc.ark+=13960=t3pv6rx2w,"Hopkins, Samuel",,,,,1807-1887.,1856,,1856,4,4,,"Boston;J. P. Jewett;New York;Sheldon, Blakeman;1856.",,"1580-1631|Smith, John|History|Virginia|Colonial period, ca. 1600-1775",,The youth of the Old Dominion
uc1.b3321301,"Craik, Georgiana M. (Georgiana Marion)",,,,,1831-1895.,1857,,1857,8,8,v.1,"London;Smith, Elder;1857.",Fiction,,,Riverston
uiuo.ark+=13960=t5z611x2s,"Lytton, Rosina Bulwer Lytton, Baroness",,,,,,1858,,1858,3,3,v.3,London;C.J. Skeet;1858.,,,,"The world and his wife, or, A person of consequence"
uc2.ark+=13960=t7sn04f3b,"Doesticks, Q. K. Philander",,,,,1831-1875.,1859,,1859,2,2,,New York;Rudd & Carleton;1859.,,Fortune-telling,,The witches of New York
uiuo.ark+=13960=t3bz6t881,"Sala, George Augustus",,,,,1828-1895.,1860,,1860,6,6,v.3,London;Charles F. Skeet;1860.,,,,"The Baddington peerage: who won, and who wore it"
uiuo.ark+=13960=t0jt0c18w,"Dickens, Charles",,,,,1812-1870.,1864,,1864,40,16,v.3,"New York;J. Bradburn, 1864-65.",Satire|ContainsBiogMaterial|NotFiction|Bibliographies|Love stories|Fiction,"Dickens, Charles|Inheritance and succession|Fiction|London (England)|Poor families|Deception|Social classes|1812-1870",,Our mutual friend
njp.32101072041773,"Neil, Ross",,,,,1840?-1888.,1864,,1864,3,3,vol.2,London;Tinsley Brothers;1864.,Fiction,,,"Abbot's Cleve, or, Can it be proved? : a novel"
uiuo.ark+=13960=t05x2z259,"Riddell, J. H., Mrs",,,,,1832-1906.,1866,,1866,5,3,v.1,London;Tinsley Brothers;1866.,NotFiction,,,Phemie Keller
uc2.ark+=13960=t4rj4g518,"Jerrold, Douglas William",,,,,1803-1857.,1867,,1857,3,3,,"London;Bradbury, Evans, & co.;1867.",,,,The story of a feather
uiuo.ark+=13960=t3cz3vk37,"Tabor, Eliza",,,,,,1867,,1867,3,3,v.3,London;Hurst and Blackett;1867.,,,,Alec's bride
uiuo.ark+=13960=t17m0xt0c,"Trollope, Thomas Adolphus",,,,,1810-1892.,1868,,1868,3,3,v.2,London;Chapman & Hall;1868.,,,,The dream numbers
uiuo.ark+=13960=t7tm7kz9z,"Fullom, S. W",,,,,,1868,,1868,3,3,v.3,London;R. Bentley;1868.,,,,Time will tell;
nyp.33433076092190,"Eliot, George",,,,,1819-1880.,1876,,1876,36,26,"v. 7 (Middlemarch, no. 2)",New York;Harper;1876.,Autobiography|NotFiction|Pastoral fiction|Fiction|UnknownGenre,"social life and customs|English literature|England|Fiction|Social life and customs|Fiction|Eliot, George|19th century|1819-1880",,Middlemarch
uc1.b4105109,"Eliot, George",,,,,1819-1880.,1876,,1876,71,49,v.8,New York;Harper;1876.,NotFiction|Novel|Bibliographies|Fiction|Didactic fiction|Jewish fiction|Autobiography|NotBiographical,"Marriage|English literature|England|Fiction|Social life and customs|Upper class|Jews|Eliot, George|19th century|1819-1880|Zionists",,Daniel Deronda
uiuo.ark+=13960=t3708nx0s,"MacDonald, George",,,,,1824-1905.,1876,,1876,4,3,v.3,London;Henry S. King;1876.,Fiction,"History|Scottish fiction|Civil War, 1642-1649|Fiction|19th century|Religious fiction",,St. George and St. Michael
uiuo.ark+=13960=t07w6q90x,"Crommelin, May",,,,,,1881,,1881,3,3,v.1,London;Hurst and Blackett;1881.,,,,Miss Daisy Dimity
coo.31924065002358,"Yonge, Charlotte M. (Charlotte Mary)",,,,,1823-1901.,1885,,1885,7,7,v.2,Leipzig;B. Tauchnitz;1885.,Fiction|NotFiction,823Y8TW,,The two sides of the shield
mdp.39015063975463,"Shorthouse, J. H. (Joseph Henry)",,,,,1834-1903.,1886,,1886,3,3,,London;New York;Macmillan and co.;1888.,Fiction,,,Sir Percival; a story of the past and of the present
uc2.ark+=13960=t32235s0f,"Dumas, Alexandre",,,,,1802-1870.,1887,,1870,38,24,v.5,"London;New York;G. Routledge and Sons;1888, c1887.",NotFiction|Novel|Adventure stories|Bibliographies|Fiction|Historical fiction|UnknownGenre,French literature|History|Fiction|19th century|Fiction|History,,The Count of Monte-Cristo
dul1.ark+=13960=t2b85xw79,"Fox, S. M",,,,,,1887,,1887,2,2,v.1,Edinburgh;W. Blackwood and Sons;1887.,,Utopias,,Our own Pompeii
uc2.ark+=13960=t6736q45t,"Gautier, Théophile",,,,,,1890,,1890,14,10,,London;Published for the Trade;189-?,Fiction|NotFiction,,,Mademoiselle de Maupin
nyp.33433074811682,"Deland, Margaret Wade Campbell",,,,,1857-1945.,1893,,1893,3,2,,"Boston;New York;Houghton, Mifflin and Company;1893.",Fiction,Fiction|Social life and customs|19th century,,"Mr. Tommy Dove, and other stories"
uc1.b3324209,"Huth, Alfred Henry",,,,,1850-1910.,1894,,1894,2,2,,"London;New York;Longmans, Green, and co.;1894.",Fiction,,,"A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman: wherein is truly set down the manner of his taking, the long time of his slavery in Algiers, and means of his delivery"
uc2.ark:/13960/t03x84232,"Reid, Mayne",,,,,1818-1883.,1900,,1883,4,4,,"London|G. Routledge & Sons, ltd.|New York|E. P. Dutton and Co.|19--",Fiction,,,Afloat in the forest
uc2.ark+=13960=t6zw1cd3v,"Hornung, E. W. (Ernest William)",,,,,1866-1921.,1901,,1901,3,3,,London;Holden;1901?,,,,No hero
mdp.39015005083392,"Conrad, Joseph",,,,,1857-1924.,1903,,1903,6,5,,"New York;McClure, Phillips & co.;1903.",Fiction|NotFiction,,,Lord Jim; a romance
uc2.ark+=13960=t9m32nz7f,"Green, Anna Katharine",,,,,1846-1935.,1905,,1905,4,4,,Indianapolis;The Bobbs-Merrill company;1905,Fiction,,,The millionaire baby
uc1.b3331940,"Lucas, E. V. (Edward Verrall)",,,,,1868-1938.,1906,,1906,4,4,,London;Wells-Gardner-Darton & co. ltd.;New York;F. A. Stokes Company;1906,Juvenile audience|NotFiction|Juvenile literature|Publishers' advertisements,"Children's stories, English",,Forgotten tales of long ago
uc2.ark+=13960=t2697062m,"Klette, C. H. B. (Charles Herman Bruno)",,,,,,1908,,1908,2,2,,New York;Cochrane;1909 [c1908,,,,The lost mine of the Mono;
nyp.33433074865746,"James, Winifred Lewellin",,,,,,1910,,1910,3,3,,Boston;New York;Houghton Mifflin company;1910.,NotFiction,,,Letters to my son
uc1.b4382838,"Henry, O",,,,,1862-1910.,1910,,1910,13,12,,"Garden City, N.Y.;Doubleday, Doran & Co. for Review of Reviews;c1910.",Fiction|UnknownGenre|NotFiction,,,Whirligigs
loc.ark+=13960=t6640824t,"Smith, Francis Hopkinson",,,,,1838-1915.,1913,,1913,4,4,,"Garden City, N.Y.;Doubleday, Page;1913.",,"Literary landmarks|London|Thackeray, William Makepeace|England|London (England)|Description and travel|1811-1863",,In Thackeray's London
nyp.33433074812243,"Churchill, Winston, Sir",,,,,1874-1965.,1917,,1917,4,4,,New York;The Macmillan company;1917.,Fiction|NotFiction,,,The dwelling-place of light
nyp.33433076038839,"Bower, B. M, Mrs",,,,,1874-1940.,1917,,1917,2,2,,"Boston;Little, Brown;1917.",Fiction,,,"Starr, of the desert"
mdp.39015063950037,"Rinehart, Mary Roberts",,,,,1876-1958.,1919,,1919,3,3,,New York;The Review of reviews co.;c1919,Fiction,"Authors, American|Maine",,Dangerous days
uc1.b4020417,,,,,,,1923,,1923,2,2,v.2,London|The Casanova Society|1923-,NotFiction,Arabian nights,,The book of the thousand nights and one night : rendered  from the literal and complete version of Dr. J. C. Mardrus and collated with other sources
uc1.$b242632,"Mansfield, Katherine",,,,,1888-1923.,1924,,1923,4,3,,London|Constable|1924.,Bibliographies|Fiction,Social life and customs|Fiction,,Something childish and other stories
uc1.$b161227,"Pérez de Ayala, Ramón",,,,,1880-1962.,1924,,1924,2,2,,New York|E. P. Dutton|c1924,NotFiction,,,The fox's paw
yul.12249800_002_00,"Proust, Marcel",,,,,1871-1922.,1924,,1922,12,6,Online book (v. 2),London|Chatto & Windus|1924.,Autobiographical fiction|NotFiction|Psychological fiction|Stream of consciousness fiction|Fiction|UnknownGenre|Bildungsromans,Social life and customs|France|Villages|Fiction|19th century,,Within a budding grove
mdp.39015004288455,"Cather, Willa",,,,,1873-1947.,1925,,1925,7,6,,New York|A. A. Knopf|1925.,Fiction|NotFiction,Middle-aged men|Teacher-student relationships|Fiction|Fiction|College teachers|Midlife crisis|Social life and customs,,The professor's house
mdp.39015031304374,"Swinnerton, Frank",,,,,1884-1982.,1926,,1926,3,3,,New York|Doran|c1926,NotFiction,,,Summer storm
mdp.39015059404106,"Ervine, St. John G. (St. John Greer)",,,,,1883-1971.,1927,,1927,2,2,,New York|The Macmillan company|1927.,Fiction,,,The wayward man
uc1.b3625004,"Sandoz, Mari",,,,,1896-1966.,1935,,1935,4,2,,"Boston|Little, Brown, and company|1935.",NotFiction,"Sandoz, Jules Ami|Frontier and pioneer life|Nebraska|1857?-1928",,Old Jules
uc1.$b103982,"Nordhoff, Charles",,,,,1887-1947.,1936,,1936,3,3,,"Boston|Little, Brown|c1936.",Fiction|NotFiction,,,The hurricane
mdp.39015059377237,"Duranty, Walter",,,,,1884-1957.,1937,,1937,3,3,,New York|Simon and Schuster|1937.,Fiction,,,"One life, one kopeck; a novel"
mdp.39015002984121,"Lewis, Wyndham",,,,,1882-1957.,1937,,1937,3,3,,London [etc.|Cassell|1937,Fiction|NotFiction,,,The revenge for love
mdp.39015030141710,"Dunsany, Edward John Moreton Drax Plunkett, Baron",,,,,1878-1957.,1937,,1937,3,3,,New York|G. P. Putnam's sons|c1937,NotFiction,,,Rory and Bran
mdp.39015063917739,"Ertz, Susan",,,,,,1939,,1939,2,2,,"New York|London|D. Appleton-Century company, incorporated|1939.",Fiction,,,One fight more
uc1.b4110045,"Saroyan, William",,,,,1908-1981.,1939,,1939,2,2,,"Boston, Mass.|Hairenik Press|1939.",Fiction|ContainsBiogMaterial,Armenian literature|Translations into English,,"Hairenik, 1934-1939. An anthology of short stories and poems by young Armenian writers in the United States, and translations of selected short stories from the original Armenian, collected from issues of the Hairenik weekly, 1934-1938 inclusive"
uc1.$b87322,"Frankau, Gilbert",,,,,1884-1952.,1943,,1943,2,2,,New York|E. P. Dutton & Co.|1943.,Fiction|NotFiction,,,World without end; a novel
mdp.39015066681480,"Pritchett, V. S. (Victor Sawdon)",,,,,1900-1997.,1945,,1945,3,3,,London|Chatto & Windus|1945.,Fiction|UnknownGenre|NotFiction,,,It may never happen : and other stories
mdp.39015028692120,"Wilder, Robert",,,,,1901-1974.,1946,,1946,2,2,,New York|Putnam|1946,Fiction,,,"Written on the wind, a novel"
mdp.39015031228607,"Davis, H. L. (Harold Lenoir)",,,,,1896-1960.,1949,,1949,3,3,,New York|W. Morrow|1949.,Fiction,,,Beulah Land
wu.89058151408,"Faulkner-Horne, Shirley",,,,,1919-,1949,,1949,2,2,,London|Witherby|1949,NotFiction,Horsemanship in literature|English literature,,The horse-lovers' anthology
uc1.$b392395,"Green, Julien",,,,,1900-1998.,1951,,1951,2,2,,New York|Macmillan|1951.,Fiction|NotFiction,,,Moira
mdp.39015038231034,"Gorbatov, Boris Leontʹevich",,,,,1908-1954.,1953,,1953,3,3,,Moscow|Foreign Languages Publishing House|1953.,NotFiction,,,Donbas : a novel
mdp.39015014858594,"Webber, Gordon",,,,,,1954,,1954,2,2,,"Boston|Little, Brown|1954.",Fiction,,,The far shore
uc1.$b323008,"Bellasis, M. (Margaret)",,,,,,1955,,1955,2,2,,"New York|Coward-McCann|1955, c1954",NotFiction,,,Mrs. Betsey
mdp.39015016445929,"Chase, Ilka",,,,,1905-1978.,1956,,1956,2,2,,"Garden City, N.Y.|Doubleday|1956.",Fiction,,,The island players
uc1.b4088677,"Spark, Muriel",,,,,,1958,,1958,3,3,,London|Macmillan|1958.,Short stories|NotFiction,,,"The go-away bird, with other stories"
mdp.39015001988560,"Lu, Xun",,,,,1881-1936.,1960,,1936,4,3,,Peking|Foreign Languages Press|1960.,Fiction|UnknownGenre|NotFiction,"Lu, Xun|1881-1936|Translations into English",,Selected stories of Lu Hsun pseud
mdp.39015000649353,"Espinàs, Josep Maria",,,,,1927-,1961,,1961,2,2,,New York|Pantheon|c1961.,Fiction,,,By nature equal
mdp.39015002754367,"Salamanca, J. R",,,,,,1961,,1961,2,2,,New York|Simon and Schuster|1961.,Fiction,,,Lilith
mdp.39015000017445,"Hill, Herbert",,,,,1924-2004.,1963,,1963,3,3,,New York|Knopf|1963.,NotFiction,Literary collections|African American authors|American literature|African Americans|20th century,,"Soon, one morning; new writing by American Negroes, 1940-1962"
mdp.39015010766171,"Fallaci, Oriana",,,,,,1966,,1966,2,2,,New York|Atheneum|1966.,UnknownGenre,National Aeronautics and Space Administration|United States|Officials and employees,,If the sun dies
mdp.39015005172427,"Tchernowitz-Avidar, Yemimah",,,,,1909-,1969,,1969,2,2,,Ramat-Gan|Massada|1969,Fiction,,,The daughter; the diary of an Israeli girl
uc1.$b795540,"Litvinov, Ivy",,,,,,1971,,1971,2,2,,New York|Viking Press|1971,Fiction,Manners and customs|Fiction,,She knew she was right;
mdp.39015008170840,"Oz, Amos",,,,,1939-,1972,,1972,10,10,,New York|Knopf; [distributed by Random House|1972.,Fiction,,,My Michael
mdp.39015041169767,"Malouf, David",,,,,1934-,1975,,1975,2,2,,"St. Lucia, Q.|University of Queensland Press|1975.",Fiction,,,Johnno : a novel
mdp.39015007033346,"Cheever, John",,,,,,1978,,1978,5,5,,New York|Alfred A. Knopf|1978.,Fairfield|NotFiction|Fiction|Publishers' advertisements|Typefaces (Type evidence),,,The stories of John Cheever
mdp.49015000703570,"Fraser, George MacDonald",,,,,1925-2008.,1978,,1978,2,2,,"New York|Knopf : distributed by Random House|1978, c1977.",Bibliographies|Fiction,"Madagascar|Borneo|British|Soldiers|Fiction|Flashman, Harry Paget (Fictitious character)",,Flashman's lady
mdp.49015001035089,"Agee, Jonis",,,,,,1981,,1981,2,2,,"West Branch, Iowa|Toothpaste Press|1981.",Fiction,,,Mercury
mdp.49015002980614,"Moss, Robert",,,,,1946-,1983,,1983,2,2,,New York|Simon and Schuster|c1983.,Fiction|NotFiction,,,Monimbo : a novel
uc1.b4360995,"Wharton, William",,,,,,1985,,1985,2,2,,New York|Knopf|1985.,Fiction,Boys|Depressions|Fiction,,Pride
mdp.39015062896264,"Cohen, William S",,,,,,1985,,1985,2,2,,New York|William Morrow|c1985.,Novel,,,The double man
mdp.39015021940344,"Sandel, Cora",,,,,1880-1974.,1986,,1974,3,3,,London|P. Owen|1986.,Fiction|UnknownGenre,"1880-1974|Sandel, Cora|Translations into English",,The silken thread : stories and sketches
mdp.39015011697342,"Johnson, Diane",,,,,1934-,1987,,1987,2,2,,New York|Knopf|Distributed by Random House|1987.,Fiction|NotFiction,Americans|Women|Fiction|Iran,,Persian nights
mdp.39015013445427,"Powers, J. F. (James Farl)",,,,,1917-1999.,1988,,1988,2,2,,New York|A.A. Knopf|1988.,Fiction,"Clergy|Vietnam War, 1961-1975|Fiction|Catholics|Middle West",,Wheat that springeth green
mdp.39015054154185,"Banti, Anna",,,,,,1988,,1988,3,3,,"Lincoln|University of Nebraska Press|1995, c1988.",Fiction|Biographical fiction|NotFiction,"1593-1652 or 3|Women painters|Gentileschi, Artemisia|Fiction",,Artemisia
mdp.39015047522399,"Millhauser, Steven",,,,,,1990,,1990,2,2,,New York|Poseidon Press|1990.,Fiction,,,The Barnum Museum : stories
uc1.b4439432,"Giles, Jeff",,,,,,1992,,1992,2,2,,New York|Ticknor & Fields|1992.,Fiction|Autobiographical fiction,,,Back in the blue house
uc1.b4355154,"Poverman, C. E",,,,,1944-,1992,,1992,2,2,,"Princeton|Ontario Review Press|New York, NY|Distributed by G. Braziller|c1992.",Fiction,,,Skin : stories
mdp.39015009126478,"Brookner, Anita",,,,,,1993,,1993,2,2,,New York|Random House|c1993.,Domestic fiction|Fiction|NotFiction,Women|Fiction|Families,,Dolly
mdp.39015032572284,"Karunaratna, Suvimalee",,,,,1939-,1993,,1993,2,2,,Colombo?|Suvimalee Karunaratna|1993.,Fiction,,,Lake marsh
mdp.39015032612833,"Carroll, Jonathan",,,,,1949-,1994,,1994,2,2,,New York|Doubleday|c1994.,Fiction,Fiction|Death,,From the teeth of angels
uc1.b4146227,"Jelinek, Elfriede",,,,,1946-,1994,,1994,3,3,,London|New York|Serpent's Tail|1994.,Fiction,Fiction,,Women as lovers
mdp.39015047737906,,,,,,,1998,,1998,2,2,,Kuala Lumpur|Dewan Bahasa dan Pustaka|1998.,Fiction,"Malaysian literature|Malaysian literature (English)|Malaysia|Translations into English|Authors, Malay",,Malaysian literary laureates : selected works
uc1.32106014833021,"Stock, Francine",,,,,,1999,,1999,2,2,,London|Chatto & Windus|1999,Fiction,"Secret service|Great Britain|England|Fiction|Older women|Aliens|Television journalists|Civil service pensioners|World War, 1939-1945|Italians",,A foreign country
mdp.39015051311986,"Lustig, Arnošt",,,,,,2001,,2001,2,2,,"Evanston, Ill.|Northwestern University Press|c2001",Fiction,,,The house of returned echoes
mdp.39015061860105,"De Souza, Eunice",,,,,,2004,,2004,2,2,,"New Delhi|New York, NY|Puffin Books|2004.",Fiction,India|Legends,,101 folktales from India
mdp.39015060814913,"McCormack, Mike",,,,,1965-,2005,,2005,2,2,,London|Jonathan Cape|2005,Fiction,Coma|Fiction|Patients|Prison hulks|Identity (Psychology),,Notes from a coma
mdp.39015066810543,"Bernhard, Thomas",,,,,,2006,,2006,2,2,,New York|Knopf|2006,Fiction,"Medical students|Fiction|James, Henry|Appreciation|Artists|1843-1916",,Frost
mdp.39015073934724,"Rogler, Lloyd H. (Lloyd Henry)",,,,,1930-,2008,,2008,2,2,,"Walnut Creek, CA|Left Coast Press|c2008.",Fiction,Fiction|Social scientists,,Barrio professors : tales of naturalistic research
